;planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
76;413709-adquisicion-equipos-oficina-computacion-1;;;;;413709;Adquisición de equipos de oficina y computación;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Azotey / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
77;413926-mantenimiento-reparacion-bascula-direccion-vialidad-1;;;;;413926;MANTENIMIENTO Y REPARACION DE BASCULA DE LA DIRECCION DE VIALIDAD;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2023-09-30 00:00:00;;
78;414015-provision-muebles-escolares-1;414015-provision-muebles-escolares-1;414015-provision-muebles-escolares-1;;;414015;Provisión de muebles escolares;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Tebicuarymi / Municipalidades;ADJ;Adjudicada;2022-05-04 07:00:00;tradicional;2022-12-31 00:00:00;2022-04-27 07:51:58;
79;414068-combustible-lubricantes-1;;;;;414068;ADQUISICIÓN DE COMBUSTIBLES PARA USO DE LA ADMINISTRACIÓN MUNICIPAL;CD - Contratación Directa;15 - Combustibles y Lubricantes;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
80;414073-combustible-lubricantes-1;;;;;414073;Combustible y lubricantes;CO - Concurso de Ofertas;15 - Combustibles y Lubricantes;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
81;414087-adquisicion-pinturas-1;414087-adquisicion-pinturas-1;414087-adquisicion-pinturas-1;;;414087;ADQUISICION DE PINTURAS;CD - Contratación Directa;16 - Productos quimicos;Facultad de Filosofia / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2022-05-19 10:00:00;tradicional;2022-12-31 00:00:00;2022-05-13 15:30:43;
82;414187-adquisicion-activos-intangibles-1;;;;;414187;Adquisición de Activos Intangibles;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
83;414188-adquisicion-equipos-oficina-computacion-1;;;;;414188;Adquisición de Equipos de Oficina y computación;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
84;414196-adquisicion-activos-intangibles-1;;;;;414196;Adquisición de Activos Intangibles;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
85;414197-adquisicion-motobomba-1;;;;;414197;Adquisición de Motobomba;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
86;414198-adquisicion-tanque-agua-1;;;;;414198;Adquisición de Tanque de Agua;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
87;414201-construccion-tinglado-1;;;;;414201;Construcción de Tinglado;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
88;414202-mantenimiento-reparacion-predio-municipal-1;;;;;414202;Mantenimiento y Reparación del Predio Municipal;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
89;414204-mantenimiento-vias-comunicacion-1;;;;;414204;Mantenimiento de vías de Comunicación;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
90;414223-elaboracion-censo-catastral-1;;;;;414223;Elaboración de Censo Catastral;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
91;414225-adquisicion-semillas-consumo-hortalizas-1;;;;;414225;Adquisición de Semillas de Consumo y Hortalizas;CO - Concurso de Ofertas;19 - Bienes e insumos agropecuario y forestal;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
92;414234-relevamiento-campo-actualizacion-informacion-catastral-1;;;;;414234;Relevamiento de Campo para Actualización de Información Catastral;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
93;414252-adquisicion-maquinas-anestesia-incan-plurianual-1;414252-adquisicion-maquinas-anestesia-incan-plurianual-1;;;;414252;ADQUISICIÓN DE MAQUINAS DE ANESTESIA PARA EL INCAN - PLURIANUAL;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto Nacional del Cancer / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-07-27 10:00:00;tradicional;2023-04-30 00:00:00;2023-07-03 17:38:27;
94;414266-refaccion-reparacion-sede-municipal-1;;;;;414266;REFACCION Y REPARACION DE SEDE MUNICIPAL;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
95;414359-adquisicion-equipos-oficina-computacion-1;;;;;414359;Adquisición de equipos de oficina y computación;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
96;414514-refaccion-sede-municipal-1;;;;;414514;Refacción de la Sede Municipal;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
97;414667-construccion-banos-sexados-alumnos-profesores-colegio-nacional-san-juan-1;;;;;414667;Construccion de Baños Sexados para alumnos y profesores en el Colegio Nacional San Juan;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
98;414676-adquisicion-equipos-1;414676-adquisicion-equipos-ad-referendum-1;414676-adquisicion-equipos-ad-referendum-1;;;414676;ADQUISICIÓN DE EQUIPOS - AD REFERENDUM;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Dirección Nacional de Contrataciones Públicas / Entes Autónomos y Autárquicos;ADJ;Adjudicada;2022-12-19 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-12 11:43:13;
99;414705-construccion-bano-sexado-tipo-4-40-m-x-6-15-m-c-techo-tejas-p-alumnos-profesores-esc-1;414705-construccion-bano-sexado-tipo-4-40-m-x-6-15-m-c-techo-tejas-p-alumnos-profesores-esc-1;;;;414705;Construccion de Baño sexado tipo 4.40 m x 6.15 m c/ techo de Tejas p/ Alumnos y Profesores en la Esc. Bas. 443 Mayor Julio D. Otaño;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Arroyito / Municipalidades;EVAL;En Evaluacion (Cerrada);2022-08-16 09:00:00;tradicional;2022-12-31 00:00:00;2022-08-06 10:14:38;
100;414723-otros-gastos-inversion-reparaciones-mayores-1;;;;;414723;Otros Gastos de Inversion y Reparaciones Mayores;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
101;414952-adquisicion-maquinarias-1;;;;;414952;Adquisicion de Maquinarias;LPN - Licitación Pública Nacional;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
102;415067-construccion-pista-uso-multiple-1;415067-construccion-pista-uso-multiple-1;415067-construccion-pista-uso-multiple-1;;;415067;CONSTRUCCION DE PISTA DE USO MULTIPLE;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Tebicuarymi / Municipalidades;ADJ;Adjudicada;2022-06-20 07:00:00;tradicional;2022-12-31 00:00:00;2022-06-10 11:52:14;
103;415140-servicios-tecnicos-funcionamiento-planta-asfaltica-ad-referendum-plurianual-2023-202-1;;;;;415140;SERVICIOS TECNICOS PARA EL FUNCIONAMIENTO DE LA PLANTA ASFALTICA - AD REFERENDUM - PLURIANUAL 2023 - 2024.-;LPN - Licitación Pública Nacional;7 - Servicios Técnicos;Municipalidad de Luque / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
104;415141-adquisicion-insumos-uso-planta-asfaltica-ad-referendum-plurianual-2023-2024-1;415141-licitacion-publica-nacional-n-05-2022-id-n-415141-adquisicion-insumos-funcionamiento-1;415141-licitacion-publica-nacional-n-05-2022-id-n-415141-adquisicion-insumos-funcionamiento-1;;;415141;LICITACIÓN PUBLICA NACIONAL N° 05/2022 CON ID N° 415141 - ADQUISICION DE INSUMOS PARA EL FUNCIONAMIENTO DE LA PLANTA ASFALTICA - CONTRATO ABIERTO - AD REFERENDUM - PLURIANUAL - 2023 - 2024;LPN - Licitación Pública Nacional;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Luque / Municipalidades;ADJ;Adjudicada;2023-01-06 09:15:00;tradicional;2022-12-31 00:00:00;2022-11-30 15:29:50;
105;415144-construcciones-mantemiento-espacios-publicos-ciudad-luque-2023-1;415144-licitacion-publica-nacional-n-06-2022-id-n-415144-construcciones-mantenimiento-espac-1;415144-licitacion-publica-nacional-n-06-2022-id-n-415144-construcciones-mantenimiento-espac-1;;;415144;LICITACIÓN PUBLICA NACIONAL N° 06/2022 CON ID N° 415144 - CONSTRUCCIONES VARIAS Y MANTENIMIENTO DE ESPACIOS PUBLICOS PARA LA CIUDAD DE LUQUE - CONTRATO ABIERTO - AD REFERENDUM - 2023;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Luque / Municipalidades;ADJ;Adjudicada;2023-04-21 09:00:00;tradicional;2023-08-31 00:00:00;2023-03-22 14:19:15;
106;415165-adquisicion-congelador-1;;;;;415165;Adquisición de un congelador;CD - Contratación Directa;23 - Muebles y Enseres;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
107;415269-adquisicion-muebles-enseres-1;;;;;415269;Adquisición de muebles y enseres;CD - Contratación Directa;23 - Muebles y Enseres;Municipalidad de Arroyito / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
108;415359-terminacion-1-aula-reparacion-1-aula-colegio-nacional-frontera-kurusu-nu-1;415359-terminacion-reparacion-1-aula-colegio-nacional-frontera-kurusu-nu-1;;;;415359;Terminación y Reparación de 1 Aula en el Colegio Nacional Frontera Kurusu Ñu;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;CAN;Anulada o Cancelada;2022-10-04 10:00:00;tradicional;2022-12-31 00:00:00;2022-09-23 01:24:40;
109;415757-compra-dos-motocicletas-1;;;;;415757;Compra de dos motocicletas;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
110;415769-adquisicion-equipos-accesorios-informaticos-1;415769-adquisicion-equipos-accesorios-informaticos-1;;;;415769;ADQUISICION DE EQUIPOS Y ACCESORIOS INFORMATICOS;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Instituto Nacional del Cancer / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2023-04-17 09:00:00;tradicional;2023-04-30 00:00:00;2023-04-03 16:39:34;
111;415800-adquisicion-combustible-lubricantes-1;;;;;415800;Adquisición de Combustible y Lubricantes;CD - Contratación Directa;15 - Combustibles y Lubricantes;Municipalidad de Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
112;416294-diseno-construccion-centro-ambulatorio-hospital-dia-insituto-nacional-cancer-ad-refe-1;416294-diseno-construccion-centro-ambulatorio-hospital-dia-insituto-nacional-cancer-ad-refe-1;;;;416294;DISEÑO Y CONSTRUCCIÓN DEL CENTRO AMBULATORIO - HOSPITAL DIA PARA EL INSITUTO NACIONAL DEL CANCER - AD REFERNDUM - PLURIANUAL;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Instituto Nacional del Cancer / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-07-20 10:00:00;tradicional;2023-03-31 00:00:00;2023-04-03 15:25:41;
113;416824-contruccion-reparacion-aula-tipo-5-80-x-6-80-utilizando-viga-h-a-c-tejas-63-70-m2-es-1;;;;;416824;Contruccion y Reparacion de Aula tipo 5,80 x 6,80 en la Escuela Basica Santa Rosa;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
114;417010-reparacion-3-aulas-esc-basc-kurusu-nu-1;;;;;417010;Reparacion de 3 aulas en la Esc. Basc. Kurusu Ñu;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
115;417018-reparacion-3-aulas-esc-basc-4925-inmaculada-concepcion-1;;;;;417018;Reparación de 3 Aulas en la Esc. Basc. 4925 - Inmaculada Concepcion;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
116;417167-construccion-palacete-municipal-1;;;;;417167;Construcción de Palacete Municipal;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
117;417242-mantenimiento-y-o-reparacion-fotocopiadoras-1;417242-mantenimiento-y-o-reparacion-fotocopiadoras-contrato-abierto-plurianual-ad-ref-1;417242-mantenimiento-y-o-reparacion-fotocopiadoras-contrato-abierto-plurianual-ad-ref-1;;;417242;MANTENIMIENTO Y/O REPARACIÓN DE FOTOCOPIADORAS - CONTRATO ABIERTO PLURIANUAL - AD REF.;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio Público - Fiscalía / Poder Judicial;ADJ;Adjudicada;2023-04-28 09:00:00;tradicional;2023-01-31 00:00:00;2023-03-23 15:22:13;
118;417322-adquisicion-contenedores-metalicos-5m3-direccion-servicios-urbanos-1;417322-adquisicion-contenedores-metalicos-5m3-direccion-servicios-urbanos-1;;;;417322;ADQUISICION DE CONTENEDORES METALICOS DE 5M3 PARA LA DIRECCION DE SERVICIOS URBANOS;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Asunción / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-04-20 09:45:00;tradicional;2023-02-28 00:00:00;2023-04-11 08:57:03;
119;417525-construccion-banos-sexados-instituciones-educativas-ciudad-carapegua-1;417525-construccion-banos-sexados-instituciones-educativas-ciudad-carapegua-1;417525-construccion-banos-sexados-instituciones-educativas-ciudad-carapegua-1;;;417525;Construcción de Baños Sexados en Instituciones Educativas de la ciudad de Carapeguá;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Carapeguá / Municipalidades;ADJ;Adjudicada;2022-10-19 10:30:00;tradicional;2022-12-31 00:00:00;2022-10-12 09:11:56;
120;417529-adquisicion-repuestos-motosierras-desmalezadoras-direccion-servicios-urbanos-1;;;;;417529;ADQUISICION DE REPUESTOS PARA MOTOSIERRAS Y DESMALEZADORAS DE LA DIRECCION DE SERVICIOS URBANOS;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
121;417556-cve-n-01-2023-servicio-tecnico-profesional-acelerador-lineal-incan-1;;;;;417556;"LPN Nº 13/2023 - ""SERVICIO TÉCNICO PROFESIONAL PARA EL ACELERADOR LINEAL DEL INCAN""";LPN - Licitación Pública Nacional;7 - Servicios Técnicos;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
122;417606-servicio-fumigacion-1;;;;;417606;Servicio de Fumigación ;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Filosofia / Universidad Nacional de Asunción / Universidades Nacionales;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
